0,1,2,3,4,5,6,7,8,9
31.11543847569248,0.1,1008.8750971272076,999.0650971272075,0.0,0.0,0.0,0.0,583958.0,0.0
33.677944229561845,0.0975107649219446,286.49274203112003,845.5219015482692,0.5044375485636038,0.4995325485636038,0.0,0.0,666725.6578734448,0.0005
33.103155693425634,0.09481652938357965,276.7961723331934,838.1089978726272,0.6476839195791638,0.9222934993377384,0.0002522187742818019,0.0002497662742818019,647590.7300562944,0.001
32.55600095150481,0.0921682769281056,267.72103791239465,831.8678323450142,0.7860820057457605,1.3413479982740522,0.0005760607340713837,0.0007109130239506712,629681.7591802593,0.0015
32.03421388739397,0.08956379685198522,259.2073828943132,826.7285833413164,0.9199425247019578,1.7572819144465592,0.0009691017369442641,0.0013815870230876972,612881.1434025771,0.002
31.535784098322786,0.0870010597409937,251.20311795197821,822.6334791948314,1.0495462161491145,2.1706462061172176,0.0014290729992952429,0.002260227980310977,597086.0808299701,0.0025
31.058920670341035,0.08447819701312788,243.66249795613362,819.5352732240503,1.1751477751251036,2.581962945714633,0.0019538461073698,0.003345551083369586,582206.291773459,0.003
30.60202206385579,0.0819934833595006,236.54517590065458,817.3960464301282,1.2969790241031705,2.9917305823266584,0.002541419994932352,0.004636532556226903,568162.1515667633,0.0035
30.163650923712858,0.07954532159439213,229.81542219243795,816.1862648216211,1.4152516120534977,3.4004286055417223,0.003189909506983937,0.006132397847390232,554883.1497682304,0.004
29.742512886480124,0.0771322295204951,223.44147639402448,815.8840477854617,1.5301593231497166,3.8085217379525327,0.0038975353130106857,0.007832612150161093,542306.6107920145,0.0045000000000000005
29.337438653894203,0.07475282848957669,217.3950058093597,816.4746147920507,1.6418800613467288,4.216463761845263,0.004662614974585544,0.009736873019137358,530376.6254253464,0.005
28.94736875184582,0.07240583339726515,211.65065082691828,817.9498861982202,1.7505775642514088,4.624701069241289,0.005483555005258908,0.01184510490005999,519043.1535911869,0.0055
28.57134051049155,0.07009004389711748,206.1856411496484,820.3082206823606,1.8564028896648679,5.033676012340399,0.006358843787384613,0.014157455434680635,508261.267035378,0.006
